"item","short","lexical_category","prob","in_model_200","n_datasets","AM2018","FM2012","FMW2013","fernald_totlot","BabyView","SEEDLingS"
"swing.object",NA,"nouns",0.000152109674093992,FALSE,1,0,0,0,0,1,0
"water.not_beverage",NA,"nouns",0.000152109674093992,FALSE,1,0,0,0,0,1,0
"work.place",NA,"nouns",0.000152109674093992,FALSE,1,0,0,0,0,1,0
"chicken (animal)","chicken1","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"play dough","playdogh","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"toy (object)","toy","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"chicken (food)","chicken2","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"fish (food)","fish2","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"ice cream","icecream","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"orange (food)","orange1","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"peanut butter","pentbttr","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"soda/pop","soda","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"water (beverage)","water1","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"dress (object)","dress","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"belly button","bllybttn","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"buttocks/bottom*","buttocks","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"owie/boo boo","owie","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"can (object)","can1","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"tissue/kleenex","tissue","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"high chair","highchar","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"living room","livingrm","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"play pen","playpen","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"rocking chair","rockingchair","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"washing machine","washingmachine","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"lawn mower","lawnmowr","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"slide (object)","slide1","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"swing (object)","swing1","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"work (place)","work1","nouns",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"window","window","nouns",0.000148510132187951,FALSE,6,1,1,1,1,1,1
"spaghetti","spaghett","nouns",0.000148277903677884,FALSE,6,1,1,1,1,1,1
"lion","lion","nouns",0.000147697332402716,FALSE,6,1,1,1,1,1,1
"puzzle","puzzle","nouns",0.00014653618985238,FALSE,5,1,1,1,1,1,0
"snow","snow","nouns",0.000145607275812112,FALSE,6,1,1,1,1,1,1
"airplane","airplane","nouns",0.000143633333476541,FALSE,6,1,1,1,1,1,1
"keys","keys","nouns",0.000143401104966474,FALSE,6,1,1,1,1,1,1
"eye","eye","nouns",0.000143168876456407,FALSE,6,1,1,1,1,1,1
"corn","corn","nouns",0.000139917677315466,FALSE,5,1,1,1,1,1,0
"button","button","nouns",0.000139801563060433,FALSE,6,1,1,1,1,1,1
"soup","soup","nouns",0.000136434249664459,FALSE,5,1,1,1,1,1,0
"monkey","monkey","nouns",0.000134692535838955,FALSE,6,1,1,1,1,1,1
"owl","owl","nouns",0.000133183050523519,FALSE,6,1,1,1,1,1,1
"clock","clock","nouns",0.000132834707758418,FALSE,6,1,1,1,1,1,1
"diaper","diaper","nouns",0.000131441336698015,FALSE,6,1,1,1,1,1,1
"banana","banana","nouns",0.000127493452026873,FALSE,6,1,1,1,1,1,1
"cereal","cereal","nouns",0.00012610008096647,FALSE,6,1,1,1,1,1,1
"bee","bee","nouns",0.000124938938416134,FALSE,6,1,1,1,1,1,1
"tv",NA,"nouns",0.000124590595651033,FALSE,1,0,0,0,0,1,0
"TV","tv","nouns",0.000124590595651033,FALSE,5,1,1,1,1,0,1
"street","street","nouns",0.000124010024375866,FALSE,5,1,1,1,1,1,0
"meat","meat","nouns",0.000122616653315463,FALSE,6,1,1,1,1,1,1
"sandwich","sandwich","nouns",0.000122616653315463,FALSE,5,1,1,1,1,1,0
"butterfly","buttrfly","nouns",0.00011832042587922,FALSE,6,1,1,1,1,1,1
"block","block","nouns",0.000115998140778548,FALSE,6,1,1,1,1,1,1
"arm","arm","nouns",0.000114953112483246,FALSE,6,1,1,1,1,1,1
"turtle","turtle","nouns",0.000108682942711433,FALSE,6,1,1,1,1,1,1
"telephone","telephon","nouns",0.000108566828456399,FALSE,6,1,1,1,1,1,1
"leg","leg","nouns",0.000106941228885929,FALSE,6,1,1,1,1,1,1
"park","park","nouns",0.000105431743570492,FALSE,6,1,1,1,1,1,1
"glass","glass","nouns",0.000104851172295325,FALSE,6,1,1,1,1,1,1
"basket","basket","nouns",0.000102877229959754,FALSE,5,1,1,1,1,1,0
"rock","rock","nouns",0.000100787173369149,FALSE,6,1,1,1,1,1,1
"camera","camera","nouns",0.000100322716349015,FALSE,5,1,1,1,1,1,0
"beach","beach","nouns",9.78843169933096e-05,FALSE,6,1,1,1,1,1,1
"zebra","zebra","nouns",9.66070601879402e-05,FALSE,5,1,1,1,1,1,0
"pumpkin","pumpkin","nouns",9.6374831677873e-05,FALSE,5,1,1,1,1,1,0
"pen","pen","nouns",9.40525465772014e-05,FALSE,6,1,1,1,1,1,1
"beans","beans","nouns",9.34719753020335e-05,FALSE,5,1,1,1,1,1,0
"present","present","nouns",9.20786042416305e-05,FALSE,5,1,1,1,1,1,0
"ear","ear","nouns",9.20786042416305e-05,FALSE,6,1,1,1,1,1,1
"star","star","nouns",9.11496902013619e-05,FALSE,6,1,1,1,1,1,1
"grass","grass","nouns",8.89435193557238e-05,FALSE,5,1,1,1,1,1,0
"pencil","pencil","nouns",8.7782376805388e-05,FALSE,5,1,1,1,1,1,0
"candy","candy","nouns",8.67373485100857e-05,FALSE,6,1,1,1,1,1,1
"bug","bug","nouns",8.41828348993469e-05,FALSE,6,1,1,1,1,1,1
"sky","sky","nouns",8.41828348993469e-05,FALSE,6,1,1,1,1,1,1
"glasses","glasses","nouns",8.31378066040447e-05,FALSE,6,1,1,1,1,1,1
"tiger","tiger","nouns",8.09316357584066e-05,FALSE,6,1,1,1,1,1,1
"coat","coat","nouns",8.09316357584066e-05,FALSE,6,1,1,1,1,1,1
"carrots","carrots","nouns",7.90738076778693e-05,FALSE,6,1,1,1,1,1,1
"garbage","garbage","nouns",7.7215979597332e-05,FALSE,5,1,1,1,1,1,0
"towel","towel","nouns",7.51259230067276e-05,FALSE,6,1,1,1,1,1,1
"boots","boots","nouns",7.39647804563917e-05,FALSE,6,1,1,1,1,1,1
"strawberry","strwbrry","nouns",7.10619240805522e-05,FALSE,5,1,1,1,1,1,0
"yogurt","yogurt","nouns",7.09458098255186e-05,FALSE,5,1,1,1,1,1,0
"donkey","donkey","nouns",6.95524387651156e-05,FALSE,6,1,1,1,1,1,1
"tongue","tongue","nouns",6.95524387651156e-05,FALSE,6,1,1,1,1,1,1
"garden","garden","nouns",6.9436324510082e-05,FALSE,6,1,1,1,1,1,1
"refrigerator","refrigerator","nouns",6.90879817449813e-05,FALSE,6,1,1,1,1,1,1
"pool","pool","nouns",6.87396389798805e-05,FALSE,6,1,1,1,1,1,1
"hammer","hammer","nouns",6.82751819597462e-05,FALSE,6,1,1,1,1,1,1
"couch","couch","nouns",6.78107249396119e-05,FALSE,6,1,1,1,1,1,1
"fork","fork","nouns",6.76946106845783e-05,FALSE,6,1,1,1,1,1,1
"stove","stove","nouns",6.69979251543768e-05,FALSE,6,1,1,1,1,1,1
"comb","comb","nouns",6.50239828188059e-05,FALSE,6,1,1,1,1,1,1
"wind","wind","nouns",6.50239828188059e-05,FALSE,5,1,1,1,1,1,0
"tractor","tractor","nouns",6.46756400537052e-05,FALSE,5,1,1,1,1,1,0
"salt","salt","nouns",6.33983832483358e-05,FALSE,5,1,1,1,1,1,0
"turkey","turkey","nouns",6.28178119731679e-05,FALSE,6,1,1,1,1,1,1
"hamburger","hamburgr","nouns",6.10760981476641e-05,FALSE,5,1,1,1,1,1,0
"garage","garage","nouns",6.0843869637597e-05,FALSE,6,1,1,1,1,1,1
"sock","sock","nouns",6.00310698523619e-05,FALSE,6,1,1,1,1,1,1
"popcorn","popcorn","nouns",5.95666128322276e-05,FALSE,5,1,1,1,1,1,0
"medicine","medicine","nouns",5.91021558120932e-05,FALSE,6,1,1,1,1,1,1
"trash","trash","nouns",5.88699273020261e-05,FALSE,6,1,1,1,1,1,1
"knife","knife","nouns",5.74765562416231e-05,FALSE,5,1,1,1,1,1,0
"jacket","jacket","nouns",5.73604419865895e-05,FALSE,6,1,1,1,1,1,1
"napkin","napkin","nouns",5.55026139060522e-05,FALSE,5,1,1,1,1,1,0
"pajamas","pajamas","nouns",5.3877014335582e-05,FALSE,6,1,1,1,1,1,1
"sweater","sweater","nouns",5.35286715704813e-05,FALSE,6,1,1,1,1,1,1
"soap","soap","nouns",5.31803288053805e-05,FALSE,6,1,1,1,1,1,1
"toe","toe","nouns",5.27158717852462e-05,FALSE,6,1,1,1,1,1,1
"closet","closet","nouns",5.09741579597425e-05,FALSE,5,1,1,1,1,1,0
"sauce","sauce","nouns",5.08580437047089e-05,FALSE,5,1,1,1,1,1,0
"rooster","rooster","nouns",5.03935866845746e-05,FALSE,5,1,1,1,1,1,0
"bathtub","bathtub","nouns",4.98130154094067e-05,FALSE,6,1,1,1,1,1,1
"alligator","alligatr","nouns",4.90002156241716e-05,FALSE,5,1,1,1,1,1,0
"bat","bat","nouns",4.83035300939701e-05,FALSE,5,1,1,1,1,1,0
"goose","goose","nouns",4.80713015839029e-05,FALSE,6,1,1,1,1,1,1
"sink","sink","nouns",4.79551873288694e-05,FALSE,6,1,1,1,1,1,1
"plant","plant","nouns",4.76068445637686e-05,FALSE,6,1,1,1,1,1,1
"motorcycle","motrcycl","nouns",4.66779305235e-05,FALSE,6,1,1,1,1,1,1
"bucket","bucket","nouns",4.55167879731641e-05,FALSE,5,1,1,1,1,1,0
"bicycle","bicycle","nouns",4.50523309530298e-05,FALSE,6,1,1,1,1,1,1
"ladder","ladder","nouns",4.47039881879291e-05,FALSE,5,1,1,1,1,1,0
"church",NA,"nouns",4.44717596778619e-05,FALSE,1,0,0,0,0,1,0
"church*","church","nouns",4.44717596778619e-05,FALSE,5,1,1,1,1,0,1
"snowman","snowman","nouns",4.29622743624253e-05,FALSE,5,1,1,1,1,1,0
"roof","roof","nouns",4.22655888322238e-05,FALSE,5,1,1,1,1,1,0
"gum","gum","nouns",4.14527890469888e-05,FALSE,5,1,1,1,1,1,0
"jelly","jelly","nouns",4.04077607516865e-05,FALSE,5,1,1,1,1,1,0
"grapes","grapes","nouns",3.9711075221485e-05,FALSE,5,1,1,1,1,1,0
"knee","knee","nouns",3.95949609664515e-05,FALSE,6,1,1,1,1,1,1
"scissors","scissors","nouns",3.93627324563843e-05,FALSE,6,1,1,1,1,1,1
"muffin","muffin","nouns",3.92466182013507e-05,FALSE,5,1,1,1,1,1,0
"bib","bib","nouns",3.90143896912835e-05,FALSE,6,1,1,1,1,1,1
"penguin","penguin","nouns",3.889827543625e-05,FALSE,6,1,1,1,1,1,1
"dish","dish","nouns",3.82015899060485e-05,FALSE,6,1,1,1,1,1,1
"shower","shower","nouns",3.80854756510149e-05,FALSE,5,1,1,1,1,1,0
"wolf","wolf","nouns",3.68082188456455e-05,FALSE,5,1,1,1,1,1,0
"tray","tray","nouns",3.6111533315444e-05,FALSE,5,1,1,1,1,1,0
"deer","deer","nouns",3.56470762953097e-05,FALSE,6,1,1,1,1,1,1
"crib","crib","nouns",3.50665050201418e-05,FALSE,6,1,1,1,1,1,1
"purse","purse","nouns",3.48342765100746e-05,FALSE,6,1,1,1,1,1,1
"cheerios","cheerios","nouns",3.44859337449739e-05,FALSE,6,1,1,1,1,1,1
"beads","beads","nouns",3.41375909798731e-05,FALSE,6,1,1,1,1,1,1
"glue","glue","nouns",3.35570197047052e-05,FALSE,5,1,1,1,1,1,0
"broom","broom","nouns",3.35570197047052e-05,FALSE,6,1,1,1,1,1,1
"penny","penny","nouns",3.35570197047052e-05,FALSE,6,1,1,1,1,1,1
"radio","radio","nouns",3.23958771543694e-05,FALSE,6,1,1,1,1,1,1
"belt","belt","nouns",3.20475343892686e-05,FALSE,5,1,1,1,1,1,0
"zipper","zipper","nouns",3.16991916241679e-05,FALSE,6,1,1,1,1,1,1
"nuts","nuts","nouns",3.12347346040336e-05,FALSE,5,1,1,1,1,1,0
"necklace","necklace","nouns",2.98413635436306e-05,FALSE,6,1,1,1,1,1,1
"shovel","shovel","nouns",2.9725249288597e-05,FALSE,6,1,1,1,1,1,1
"applesauce",NA,"nouns",2.93769065234962e-05,FALSE,1,0,0,0,0,1,0
"nail","nail","nouns",2.86802209932947e-05,FALSE,5,1,1,1,1,1,0
"mittens","mittens","nouns",2.82157639731604e-05,FALSE,5,1,1,1,1,1,0
"jar","jar","nouns",2.78674212080597e-05,FALSE,5,1,1,1,1,1,0
"hen","hen","nouns",2.74029641879253e-05,FALSE,5,1,1,1,1,1,0
"vanilla","vanilla","nouns",2.71707356778582e-05,FALSE,5,1,1,1,1,1,0
"pretzel","pretzel","nouns",2.70546214228246e-05,FALSE,5,1,1,1,1,1,0
"stroller","stroller","nouns",2.68223929127574e-05,FALSE,6,1,1,1,1,1,1
"helicopter","helicptr","nouns",2.64740501476567e-05,FALSE,5,1,1,1,1,1,0
"toothbrush","tothbrsh","nouns",2.54290218523545e-05,FALSE,6,1,1,1,1,1,1
"hose","hose","nouns",2.36873080268507e-05,FALSE,5,1,1,1,1,1,0
"ant","ant","nouns",2.333896526175e-05,FALSE,5,1,1,1,1,1,0
"gloves","gloves","nouns",2.31067367516828e-05,FALSE,5,1,1,1,1,1,0
"bench","bench","nouns",2.25261654765149e-05,FALSE,5,1,1,1,1,1,0
"moose","moose","nouns",2.21778227114142e-05,FALSE,5,1,1,1,1,1,0
"tuna","tuna","nouns",2.15972514362463e-05,FALSE,5,1,1,1,1,1,0
"lips","lips","nouns",2.15972514362463e-05,FALSE,5,1,1,1,1,1,0
"chalk","chalk","nouns",2.13650229261791e-05,FALSE,5,1,1,1,1,1,0
"pancake",NA,"nouns",2.09005659060448e-05,FALSE,1,0,0,0,0,1,0
"shorts","shorts","nouns",2.04361088859104e-05,FALSE,6,1,1,1,1,1,1
"stone","stone","nouns",1.99716518657761e-05,FALSE,5,1,1,1,1,1,0
"raisin","raisin","nouns",1.98555376107425e-05,FALSE,6,1,1,1,1,1,1
"sandbox","sandbox","nouns",1.96233091006754e-05,FALSE,5,1,1,1,1,1,0
"backyard","backyard","nouns",1.93910805906082e-05,FALSE,6,1,1,1,1,1,1
"popsicle","popsicle","nouns",1.76493667651045e-05,FALSE,5,1,1,1,1,1,0
"shoulder","shoulder","nouns",1.75332525100709e-05,FALSE,5,1,1,1,1,1,0
"basement","basement","nouns",1.74171382550373e-05,FALSE,5,1,1,1,1,1,0
"jello","jello","nouns",1.67204527248358e-05,FALSE,5,1,1,1,1,1,0
"pudding","pudding","nouns",1.57915386845671e-05,FALSE,5,1,1,1,1,1,0
"sidewalk","sidewalk","nouns",1.57915386845671e-05,FALSE,5,1,1,1,1,1,0
"firetruck",NA,"nouns",1.48626246442985e-05,FALSE,1,0,0,0,0,1,0
"scarf","scarf","nouns",1.47465103892649e-05,FALSE,5,1,1,1,1,1,0
"cheek","cheek","nouns",1.43981676241642e-05,FALSE,6,1,1,1,1,1,1
"coke","coke","nouns",1.39337106040298e-05,FALSE,5,1,1,1,1,1,0
"lamp","lamp","nouns",1.39337106040298e-05,FALSE,6,1,1,1,1,1,1
"mop","mop","nouns",1.33531393288619e-05,FALSE,5,1,1,1,1,1,0
"porch","porch","nouns",1.31209108187948e-05,FALSE,5,1,1,1,1,1,0
"teddybear",NA,"nouns",1.24242252885933e-05,FALSE,1,0,0,0,0,1,0
"vitamins","vitamins","nouns",1.09147399731567e-05,FALSE,5,1,1,1,1,1,0
"dryer","dryer","nouns",9.86971167785447e-06,FALSE,5,1,1,1,1,1,0
"sofa","sofa","nouns",9.86971167785447e-06,FALSE,5,1,1,1,1,1,0
"underpants","undrpnts","nouns",9.75359742282089e-06,FALSE,5,1,1,1,1,1,0
"jeans","jeans","nouns",9.52136891275372e-06,FALSE,6,1,1,1,1,1,1
"donut","donut","nouns",9.28914040268656e-06,FALSE,5,1,1,1,1,1,0
"walker","walker","nouns",7.77965508724999e-06,FALSE,5,1,1,1,1,1,0
"sprinkler","sprinklr","nouns",6.15405551677985e-06,FALSE,5,1,1,1,1,1,0
"penis",NA,"nouns",5.8057127516791e-06,FALSE,1,0,0,0,0,1,0
"penis*","penis","nouns",5.8057127516791e-06,FALSE,4,1,1,1,1,0,0
"tights","tights","nouns",5.10902722147761e-06,FALSE,5,1,1,1,1,1,0
"melon","melon","nouns",4.64457020134328e-06,FALSE,5,1,1,1,1,1,0
"ankle","ankle","nouns",4.5284559463097e-06,FALSE,5,1,1,1,1,1,0
"sneaker","sneaker","nouns",3.01897063087313e-06,FALSE,5,1,1,1,1,1,0
"snowsuit","snowsuit","nouns",1.62559957047015e-06,FALSE,5,1,1,1,1,1,0
"vagina",NA,"nouns",1.39337106040298e-06,FALSE,1,0,0,0,0,1,0
"dont",NA,"other",0.00675366952977326,FALSE,1,0,0,0,0,1,0
"don't","dont","other",0.00675366952977326,FALSE,5,1,1,1,1,0,1
"now","now","other",0.00347913142357122,FALSE,6,1,1,1,1,1,1
"yes","yes","other",0.00228733470990653,FALSE,6,1,1,1,1,1,1
"baby","baby","other",0.00219107599248369,FALSE,6,1,1,1,1,1,1
"mommy",NA,"other",0.00176551724778561,FALSE,1,0,0,0,0,1,0
"mommy*","mommy","other",0.00176551724778561,FALSE,5,1,1,1,1,0,1
"boy","boy","other",0.000977217570362626,FALSE,6,1,1,1,1,1,1
"daddy",NA,"other",0.000976753113342492,FALSE,1,0,0,0,0,1,0
"daddy*","daddy","other",0.000976753113342492,FALSE,5,1,1,1,1,0,1
"girl","girl","other",0.000638860631194768,FALSE,6,1,1,1,1,1,1
"thank_you",NA,"other",0.000516824549154473,FALSE,1,0,0,0,0,1,0
"thank you","thankyou","other",0.000516824549154473,FALSE,5,1,1,1,1,0,1
"after","after","other",0.000455051765476608,FALSE,5,1,1,1,1,1,0
"night","night","other",0.000422539774067205,FALSE,6,1,1,1,1,1,1
"man","man","other",0.000404542064537,FALSE,6,1,1,1,1,1,1
"peekaboo","peekaboo","other",0.00028656998142288,FALSE,6,1,1,1,1,1,1
"friend","friend","other",0.000204128860349037,FALSE,5,1,1,1,1,1,0
"tomorrow","tomorrow","other",0.000197278119302056,FALSE,6,1,1,1,1,1,1
"lady","lady","other",0.000184853894013463,FALSE,6,1,1,1,1,1,1
"uh_oh",NA,"other",0.000152109674093992,FALSE,1,0,0,0,0,1,0
"gas_station",NA,"other",0.000152109674093992,FALSE,1,0,0,0,0,1,0
"give_me_five",NA,"other",0.000152109674093992,FALSE,1,0,0,0,0,1,0
"gonna_get_you",NA,"other",0.000152109674093992,FALSE,1,0,0,0,0,1,0
"go_potty",NA,"other",0.000152109674093992,FALSE,1,0,0,0,0,1,0
"so_big",NA,"other",0.000152109674093992,FALSE,1,0,0,0,0,1,0
"turn_around",NA,"other",0.000152109674093992,FALSE,1,0,0,0,0,1,0
"child","child","other",0.000150600188778556,FALSE,6,1,1,1,1,1,1
"uh oh","uhoh","other",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"apple sauce","applesac","other",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"gas station","gasstation","other",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"babysitter's name","babysittername","other",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"child's own name","childname","other",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"pet's name","petname","other",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"go potty","gopotty","other",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"so big","sobig","other",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"wanna/want to","wanna","other",0.000150600188778556,FALSE,4,1,1,1,1,0,0
"grandma",NA,"other",0.000150484074523522,FALSE,1,0,0,0,0,1,0
"sister","sister","other",0.000141194934120836,FALSE,6,1,1,1,1,1,1
"tonight","tonight","other",0.000139337106040298,FALSE,6,1,1,1,1,1,1
"movie","movie","other",0.000130280194147679,FALSE,5,1,1,1,1,1,0
"teacher","teacher","other",0.000115533683758414,FALSE,6,1,1,1,1,1,1
"nap","nap","other",0.000112630827382575,FALSE,6,1,1,1,1,1,1
"clown","clown","other",8.25572353288768e-05,FALSE,5,1,1,1,1,1,0
"grandpa",NA,"other",6.66495823892761e-05,FALSE,1,0,0,0,0,1,0
"picnic","picnic","other",6.47917543087387e-05,FALSE,5,1,1,1,1,1,0
"ouch","ouch","other",5.97988413422947e-05,FALSE,6,1,1,1,1,1,1
"police","police","other",5.48059283758507e-05,FALSE,5,1,1,1,1,1,0
"circus","circus","other",5.14386149798768e-05,FALSE,5,1,1,1,1,1,0
"shopping","shopping","other",5.14386149798768e-05,FALSE,5,1,1,1,1,1,0
"vroom","vroom","other",5.05097009396082e-05,FALSE,6,1,1,1,1,1,1
"aunt","aunt","other",4.83035300939701e-05,FALSE,6,1,1,1,1,1,1
"choo_choo",NA,"other",4.66779305235e-05,FALSE,1,0,0,0,0,1,0
"nurse","nurse","other",4.59812449932985e-05,FALSE,5,1,1,1,1,1,0
"yard","yard","other",4.45878739328955e-05,FALSE,5,1,1,1,1,1,0
"country","country","other",3.40214767248395e-05,FALSE,4,1,1,1,1,0,0
"pattycake",NA,"other",3.27442199194701e-05,FALSE,1,0,0,0,0,1,0
"playground","playgrnd","other",2.9725249288597e-05,FALSE,5,1,1,1,1,1,0
"mailman","mailman","other",1.56754244295336e-05,FALSE,5,1,1,1,1,1,0
"babysitter","babysttr","other",1.02180544429552e-05,FALSE,6,1,1,1,1,1,1
"quack_quack",NA,"other",8.70856912751865e-06,FALSE,1,0,0,0,0,1,0
"quack quack","quackqck","other",8.70856912751865e-06,FALSE,5,1,1,1,1,0,1
"woof_woof",NA,"other",8.12799785235074e-06,FALSE,1,0,0,0,0,1,0
"downtown","downtown","other",6.50239828188059e-06,FALSE,5,1,1,1,1,1,0
"yum_yum",NA,"other",5.92182700671268e-06,FALSE,1,0,0,0,0,1,0
"yum yum","yumyum","other",5.92182700671268e-06,FALSE,5,1,1,1,1,0,1
"baa_baa",NA,"other",4.64457020134328e-06,FALSE,1,0,0,0,0,1,0
"cockadoodledoo",NA,"other",1.04502829530224e-06,FALSE,1,0,0,0,0,1,0
"this_little_piggy",NA,"other",1.16114255033582e-07,FALSE,1,0,0,0,0,1,0
"this little piggy","thslttlp","other",1.16114255033582e-07,FALSE,4,1,1,1,1,0,0
"like","like","predicates",0.00727235190700827,FALSE,5,1,1,1,1,1,0
"see","see","predicates",0.00603027772091405,FALSE,6,1,1,1,1,1,1
"go","go","predicates",0.00598301921911538,FALSE,6,1,1,1,1,1,1
"look","look","predicates",0.00442476591656471,FALSE,6,1,1,1,1,1,1
"put","put","predicates",0.00437518512966537,FALSE,6,1,1,1,1,1,1
"get","get","predicates",0.00437019221669893,FALSE,6,1,1,1,1,1,1
"think","think","predicates",0.00423445465256467,FALSE,5,1,1,1,1,1,0
"good","good","predicates",0.00362183584300749,FALSE,6,1,1,1,1,1,1
"say","say","predicates",0.00248554174324886,FALSE,6,1,1,1,1,1,1
"play","play","predicates",0.00201829798099372,FALSE,6,1,1,1,1,1,1
"eat","eat","predicates",0.00187350350496685,FALSE,6,1,1,1,1,1,1
"make","make","predicates",0.0018536479673561,FALSE,5,1,1,1,1,1,0
"big","big","predicates",0.00175216410845675,FALSE,6,1,1,1,1,1,1
"take","take","predicates",0.00170235109304735,FALSE,6,1,1,1,1,1,1
"give","give","predicates",0.00110111148048346,FALSE,6,1,1,1,1,1,1
"nice","nice","predicates",0.00105652360655056,FALSE,6,1,1,1,1,1,1
"sit","sit","predicates",0.00103690029744989,FALSE,5,1,1,1,1,1,0
"read","read","predicates",0.000955388090416313,FALSE,6,1,1,1,1,1,1
"better","better","predicates",0.000649543142657858,FALSE,5,1,1,1,1,1,0
"red","red","predicates",0.000644782458201481,FALSE,6,1,1,1,1,1,1
"talk","talk","predicates",0.000535867286979981,FALSE,5,1,1,1,1,1,0
"hear","hear","predicates",0.000532848316349108,FALSE,5,1,1,1,1,1,0
"blue","blue","predicates",0.000515315063839037,FALSE,6,1,1,1,1,1,1
"long","long","predicates",0.000443672568483317,FALSE,5,1,1,1,1,1,0
"bring","bring","predicates",0.000428926058094052,FALSE,6,1,1,1,1,1,1
"love","love","predicates",0.000414644004724921,FALSE,6,1,1,1,1,1,1
"push","push","predicates",0.000413831204939686,FALSE,6,1,1,1,1,1,1
"hungry","hungry","predicates",0.000397459094979951,FALSE,6,1,1,1,1,1,1
"yellow","yellow","predicates",0.000394672352859145,FALSE,5,1,1,1,1,1,0
"hard","hard","predicates",0.000394091781583977,FALSE,6,1,1,1,1,1,1
"old","old","predicates",0.000386776583516862,FALSE,6,1,1,1,1,1,1
"stay","stay","predicates",0.000370752816322227,FALSE,5,1,1,1,1,1,0
"hot","hot","predicates",0.000359373619328936,FALSE,6,1,1,1,1,1,1
"close","close","predicates",0.000325584371114164,FALSE,6,1,1,1,1,1,1
"pull","pull","predicates",0.000321172029422888,FALSE,6,1,1,1,1,1,1
"careful","careful","predicates",0.00031768860177188,FALSE,6,1,1,1,1,1,1
"hurt","hurt","predicates",0.000307006090308791,FALSE,6,1,1,1,1,1,1
"pretend","pretend","predicates",0.00030503214797322,FALSE,5,1,1,1,1,1,0
"sleep","sleep","predicates",0.000282622096751739,FALSE,6,1,1,1,1,1,1
"fix","fix","predicates",0.000281344839946369,FALSE,5,1,1,1,1,1,0
"cold","cold","predicates",0.000277280841020194,FALSE,6,1,1,1,1,1,1
"cut","cut","predicates",0.000275887469959791,FALSE,5,1,1,1,1,1,0
"white","white","predicates",0.000270894556993347,FALSE,5,1,1,1,1,1,0
"walk","walk","predicates",0.000267295015087306,FALSE,6,1,1,1,1,1,1
"draw","draw","predicates",0.000248600620026899,FALSE,6,1,1,1,1,1,1
"buy","buy","predicates",0.000241285421959783,FALSE,5,1,1,1,1,1,0
"kiss","kiss","predicates",0.000234783023677903,FALSE,6,1,1,1,1,1,1
"fit","fit","predicates",0.000229093425181257,FALSE,5,1,1,1,1,1,0
"wash","wash","predicates",0.000219920399033604,FALSE,6,1,1,1,1,1,1
"listen","listen","predicates",0.000217365885422865,FALSE,5,1,1,1,1,1,0
"hit","hit","predicates",0.000216436971382597,FALSE,6,1,1,1,1,1,1
"shake","shake","predicates",0.000213998572026892,FALSE,5,1,1,1,1,1,0
"black","black","predicates",0.000212140743946354,FALSE,5,1,1,1,1,1,0
"catch","catch","predicates",0.000198787604617492,FALSE,5,1,1,1,1,1,0
"cute","cute","predicates",0.000198323147597358,FALSE,6,1,1,1,1,1,1
"build","build","predicates",0.000192401320590645,FALSE,5,1,1,1,1,1,0
"tired","tired","predicates",0.000192401320590645,FALSE,6,1,1,1,1,1,1
"break","break","predicates",0.000183112180187959,FALSE,6,1,1,1,1,1,1
"stuck","stuck","predicates",0.000181718809127556,FALSE,5,1,1,1,1,1,0
"fine","fine","predicates",0.000179628752536951,FALSE,6,1,1,1,1,1,1
"feed","feed","predicates",0.000177422581691313,FALSE,6,1,1,1,1,1,1
"tickle","tickle","predicates",0.000169178469583929,FALSE,6,1,1,1,1,1,1
